t1,t2,t3,style,k,theta0_deg,source
OY7,AY2,OY9,quadratic,170,92.700000000000003,
OY8,AY1,OY9,quadratic,170,92.900000000000006,
OY8,AY2,OY9,quadratic,170,94.799999999999997,
S,CA,cae,quadratic,90,90,
SC4,OC23,SC4,quadratic,100,149,
SC4,OC24,SC4,quadratic,100,149,
SY1,OY1,SY2,quadratic,170,128.80000000000001,
SY1,OY2,SY2,quadratic,170,139.90000000000001,
SY1,OY3,SY2,quadratic,170,128.19999999999999,
aot1,ato1,aot1,quadratic,0,0,
aot1,ato1,aot2,quadratic,30,78.102000000000004,
aot1,ato2,aot2,quadratic,30,78.102000000000004,
aot1,ato2,aot3,quadratic,30,101.898,
aot1,ato2,aot4,quadratic,30,180,
aot2,ato1,aot2,quadratic,30,180,
aot2,ato2,aot2,quadratic,30,156.20400000000001,
aot2,ato2,aot3,quadratic,30,92.436000000000007,
aot2,ato2,aot4,quadratic,30,101.898,
aot2,ato2,atoh,quadratic,30,101.898,
aot2,ato3,aot2,quadratic,30,156.20400000000001,
aot3,ato2,aot3,quadratic,30,156.20400000000001,
aot3,ato2,aot4,quadratic,30,78.102000000000004,
aot3,ato2,atoh,quadratic,30,92.436000000000007,
aot3,ato3,aot3,quadratic,30,180,
aot3,ato3,aot4,quadratic,0,0,
aot3,ato3,atoh,quadratic,30,101.898,
aot4,ato2,atoh,quadratic,30,101.898,
aot4,ato3,aot4,quadratic,30,156.20400000000001,
aot4,ato3,atoh,quadratic,30,92.436000000000007,
ato1,aot1,ato1,quadratic,30,156.20400000000001,
ato1,aot1,ato2,quadratic,30,101.898,
ato1,aot2,ato2,quadratic,30,101.898,
ato2,aot2,ato2,quadratic,30,156.20400000000001,
ato2,aot3,ato2,quadratic,30,180,
ato2,aot3,ato3,quadratic,30,101.898,
ato2,aot4,ato3,quadratic,30,101.898,
ato2,atoh,ato2,quadratic,80,156.20400000000001,
ato2,atoh,hspc,quadratic,80,47.162999999999997,
ato3,aot4,ato3,quadratic,30,156.20400000000001,
ato3,atoh,ato3,quadratic,80,156.20400000000001,
ato3,atoh,hspc,quadratic,80,47.162999999999997,
atoh,ato2,atoh,quadratic,80,156.20400000000001,
atoh,ato3,atoh,quadratic,80,156.20400000000001,
c',c1,c1,quadratic,46.600000000000001,110.5,
c',c1,c1,quadratic,46.600000000000001,110.5,
c',c1,h1,quadratic,45,109.5,
c',c1,oh,quadratic,70,109.5,
c',oh,ho,quadratic,50,112,
c1,c',o',quadratic,68,120,
c1,c',o-,quadratic,68,120,
c1,c',oh,quadratic,122.8,110,
c1,c1,h1,quadratic,44.399999999999999,110,
c1,c1,oh,quadratic,70,109.5,
c1,oh,ho,quadratic,58.5,106,
cae,CA,cae,quadratic,50,180,
cae,CA,hiff,quadratic,50,90,
cae,CPH1,cae,quadratic,50,180,
cae,CPH2,cae,quadratic,50,180,
cae,NR3,cae,quadratic,50,180,
cae,NR3,hiff,quadratic,50,90,
cae,X,cae,quadratic,50,180,
cae,X,hiff,quadratic,50,90,
cae,cg1,cae,quadratic,50,180,
cae,cg1,cg1,quadratic,90,90,
cg1,cg1,cg1,quadratic,60,120,
cg1,cg1,cge,quadratic,50,90,
cg1,cg1,hiff,quadratic,37,120,
cge,X,cge,quadratic,50,180,
cge,cg1,cge,quadratic,50,180,
h1,c1,oh,quadratic,57,109.5,
hos,opht,spht,quadratic,50,119.7,
hoy,ozr2,zr2,quadratic,10,101,
hoy,ozr2,zr3,quadratic,10,106,
hoy,ozr9,zr2,quadratic,0,0,
hoy,ozr9,zr4,quadratic,10,108,
hspc,IOHY,hspc,quadratic,50,109.47,
hspc,atoh,hspc,quadratic,50,109.47,
hspc,atoh,hspc,quadratic,50,109.47,
hspc,ospc,hspc,quadratic,50,109.47,
hspc,ospc,hspc,quadratic,50,109.47,
hspc,rtoh,hspc,quadratic,50,109.47,
hspc,rtoh,rto2,quadratic,80,120,
hspc,rtoh,rto3,quadratic,80,90,
hspc,zoh1,hspc,quadratic,50,109.47,
hspc,zoh1,zr1,quadratic,250,110,
hspc,zoh1,zr2,quadratic,250,110,
hspc,zoh1,zr3,quadratic,250,110,
hspc,zoh1,zr4,quadratic,250,110,
hspc,zoh2,hspc,quadratic,50,109.47,
o',c',oh,quadratic,145,123,
o-,c',o-,quadratic,145,123,
o4cl,clo4,o4cl,quadratic,170,109.5,
opht,spht,opht,quadratic,170,109.5,
ozr1,zr1,ozr2,quadratic,10,84.646000000000001,
ozr1,zr1,ozr3,quadratic,10,83.049999999999997,
ozr1,zr1,ozr4,quadratic,10,154.62899999999999,
ozr1,zr1,ozr5,quadratic,10,132.14099999999999,
ozr1,zr1,ozr7,quadratic,10,72.030000000000001,
ozr1,zr1,ozr8,quadratic,10,75.165000000000006,
ozr1,zr2,ozr2,quadratic,10,116.84999999999999,
ozr1,zr2,ozr3,quadratic,10,83.049999999999997,
ozr1,zr2,ozr4,quadratic,10,167.637,
ozr1,zr2,ozr5,quadratic,10,101.184,
ozr1,zr2,ozr6,quadratic,10,87.397999999999996,
ozr1,zr2,ozr7,quadratic,10,72.021000000000001,
ozr1,zr2,ozr9,quadratic,0,0,
ozr1,zr4,ozr2,quadratic,10,144.66499999999999,
ozr1,zr4,ozr4,quadratic,10,140.714,
ozr1,zr4,ozr5,quadratic,10,89.459000000000003,
ozr1,zr4,ozr6,quadratic,10,87.397999999999996,
ozr1,zr4,ozr7,quadratic,10,88.290999999999997,
ozr1,zr4,ozr8,quadratic,10,75.165000000000006,
ozr2,zr1,ozr3,quadratic,10,167.637,
ozr2,zr1,ozr4,quadratic,10,74.671999999999997,
ozr2,zr1,ozr5,quadratic,10,117.828,
ozr2,zr1,ozr7,quadratic,10,76.039000000000001,
ozr2,zr1,ozr8,quadratic,10,88.290999999999997,
ozr2,zr2,ozr3,quadratic,10,154.62899999999999,
ozr2,zr2,ozr4,quadratic,10,74.671999999999997,
ozr2,zr2,ozr5,quadratic,10,115.654,
ozr2,zr2,ozr6,quadratic,10,89.459000000000003,
ozr2,zr2,ozr7,quadratic,10,71.888999999999996,
ozr2,zr3,ozr3,quadratic,10,140.714,
ozr2,zr3,ozr4,quadratic,10,73.649000000000001,
ozr2,zr3,ozr5,quadratic,10,117.828,
ozr2,zr3,ozr6,quadratic,10,132.14099999999999,
ozr2,zr3,ozr7,quadratic,10,71.888999999999996,
ozr2,zr3,ozr8,quadratic,10,72.021000000000001,
ozr2,zr4,ozr4,quadratic,10,73.649000000000001,
ozr2,zr4,ozr5,quadratic,10,76.039000000000001,
ozr2,zr4,ozr6,quadratic,10,101.184,
ozr2,zr4,ozr7,quadratic,10,115.654,
ozr2,zr4,ozr8,quadratic,10,72.030000000000001,
ozr2,zr4,zoh1,quadratic,10,101.184,
ozr3,zr1,ozr4,quadratic,10,116.84999999999999,
ozr3,zr1,ozr5,quadratic,10,72.021000000000001,
ozr3,zr1,ozr7,quadratic,10,101.184,
ozr3,zr1,ozr8,quadratic,10,87.397999999999996,
ozr3,zr1,zoh1,quadratic,10,101.184,
ozr3,zr1,zoh2,quadratic,10,87.397999999999996,
ozr3,zr2,ozr4,quadratic,10,84.646000000000001,
ozr3,zr2,ozr5,quadratic,10,72.030000000000001,
ozr3,zr2,ozr6,quadratic,10,75.165000000000006,
ozr3,zr2,ozr7,quadratic,10,132.14099999999999,
ozr3,zr2,zoh1,quadratic,10,83.049999999999997,
ozr3,zr2,zoh2,quadratic,10,83.049999999999997,
ozr3,zr3,ozr4,quadratic,10,144.66499999999999,
ozr3,zr3,ozr5,quadratic,10,88.290999999999997,
ozr3,zr3,ozr6,quadratic,10,75.165000000000006,
ozr3,zr3,ozr7,quadratic,10,89.459000000000003,
ozr3,zr3,ozr8,quadratic,10,87.397999999999996,
ozr3,zr3,zoh1,quadratic,10,89.459000000000003,
ozr3,zr3,zoh2,quadratic,10,87.397999999999996,
ozr4,zr1,ozr5,quadratic,10,71.888999999999996,
ozr4,zr1,ozr7,quadratic,10,115.654,
ozr4,zr1,ozr8,quadratic,10,89.459000000000003,
ozr4,zr1,zoh1,quadratic,10,115.654,
ozr4,zr1,zoh2,quadratic,10,89.459000000000003,
ozr4,zr2,ozr5,quadratic,10,76.039000000000001,
ozr4,zr2,ozr6,quadratic,10,88.290999999999997,
ozr4,zr2,ozr7,quadratic,10,117.828,
ozr4,zr2,ozr9,quadratic,0,0,
ozr4,zr2,zoh1,quadratic,10,74.671999999999997,
ozr4,zr2,zoh2,quadratic,10,167.637,
ozr4,zr3,ozr5,quadratic,10,76.039000000000001,
ozr4,zr3,ozr6,quadratic,10,72.030000000000001,
ozr4,zr3,ozr7,quadratic,10,115.654,
ozr4,zr3,ozr8,quadratic,10,101.184,
ozr4,zr3,zoh1,quadratic,10,115.654,
ozr4,zr3,zoh2,quadratic,10,101.184,
ozr4,zr4,ozr5,quadratic,10,71.888999999999996,
ozr4,zr4,ozr6,quadratic,10,72.021000000000001,
ozr4,zr4,ozr7,quadratic,10,117.828,
ozr4,zr4,ozr8,quadratic,10,132.14099999999999,
ozr4,zr4,ozr9,quadratic,10,117.828,
ozr4,zr4,zoh1,quadratic,10,73.649000000000001,
ozr4,zr4,zoh2,quadratic,10,140.714,
ozr5,zr1,ozr7,quadratic,10,73.649000000000001,
ozr5,zr1,ozr8,quadratic,10,140.714,
ozr5,zr1,zoh1,quadratic,10,73.649000000000001,
ozr5,zr1,zoh2,quadratic,10,140.714,
ozr5,zr2,ozr6,quadratic,10,144.66499999999999,
ozr5,zr2,ozr7,quadratic,10,73.649000000000001,
ozr5,zr2,zoh1,quadratic,10,115.654,
ozr5,zr2,zoh2,quadratic,10,101.184,
ozr5,zr3,ozr6,quadratic,10,84.646000000000001,
ozr5,zr3,ozr7,quadratic,10,74.671999999999997,
ozr5,zr3,ozr8,quadratic,10,167.637,
ozr5,zr3,zoh1,quadratic,10,74.671999999999997,
ozr5,zr3,zoh2,quadratic,10,167.637,
ozr5,zr4,ozr6,quadratic,10,116.84999999999999,
ozr5,zr4,ozr7,quadratic,10,74.671999999999997,
ozr5,zr4,ozr8,quadratic,10,154.62899999999999,
ozr5,zr4,ozr9,quadratic,10,74.671999999999997,
ozr5,zr4,zoh1,quadratic,10,115.654,
ozr5,zr4,zoh2,quadratic,10,89.459000000000003,
ozr6,zr2,ozr7,quadratic,10,140.714,
ozr6,zr2,ozr9,quadratic,0,0,
ozr6,zr2,zoh1,quadratic,10,89.459000000000003,
ozr6,zr2,zoh2,quadratic,10,87.397999999999996,
ozr6,zr3,ozr7,quadratic,10,154.62899999999999,
ozr6,zr3,ozr8,quadratic,10,83.049999999999997,
ozr6,zr3,zoh1,quadratic,10,154.62899999999999,
ozr6,zr3,zoh2,quadratic,10,83.049999999999997,
ozr6,zr4,ozr7,quadratic,10,167.637,
ozr6,zr4,ozr8,quadratic,10,83.049999999999997,
ozr6,zr4,ozr9,quadratic,10,130.14599999999999,
ozr6,zr4,zoh1,quadratic,10,101.184,
ozr6,zr4,zoh2,quadratic,10,87.397999999999996,
ozr7,zr1,ozr8,quadratic,10,144.66499999999999,
ozr7,zr2,ozr9,quadratic,0,0,
ozr7,zr3,ozr8,quadratic,10,116.84999999999999,
ozr7,zr4,ozr8,quadratic,10,84.646000000000001,
rot1,rto1,rot1,quadratic,30,98.894999999999996,
rot1,rto1,rot2,quadratic,30,180,
rot1,rto1,rot3,quadratic,30,90,
rot1,rto2,rot2,quadratic,30,180,
rot1,rto2,rot3,quadratic,30,90,
rot1,rto2,rtoh,quadratic,30,90,
rot1,rto3,rot2,quadratic,30,81.105000000000004,
rot1,rto3,rtoh,quadratic,30,90,
rot2,rto1,rot2,quadratic,30,98.894999999999996,
rot2,rto1,rot3,quadratic,30,90,
rot2,rto2,rot3,quadratic,30,90,
rot2,rto2,rtoh,quadratic,30,90,
rot2,rto3,rtoh,quadratic,30,90,
rot3,rto1,rot3,quadratic,0,0,
rot3,rto2,rot3,quadratic,30,81.105000000000004,
rot3,rto2,rtoh,quadratic,0,0,
rto1,rot1,rto1,quadratic,0,0,
rto1,rot1,rto2,quadratic,30,130.553,
rto1,rot1,rto3,quadratic,30,98.894999999999996,
rto1,rot2,rto1,quadratic,30,130.553,
rto1,rot2,rto2,quadratic,30,130.553,
rto1,rot2,rto3,quadratic,30,98.894999999999996,
rto1,rot3,rto1,quadratic,30,130.553,
rto1,rot3,rto2,quadratic,30,98.894999999999996,
rto2,rot1,rto3,quadratic,30,130.553,
rto2,rot2,rto3,quadratic,30,130.553,
rto2,rtoh,rto3,quadratic,80,130.553,
rtoh,rto2,rtoh,quadratic,80,81.105000000000004,
rtoh,rto3,rtoh,quadratic,80,180,
spch,spco,spch,quadratic,50,109.47,
zoh1,zr1,zoh2,quadratic,250,144.66499999999999,
zoh1,zr2,zoh2,quadratic,250,116.84999999999999,
zoh1,zr3,zoh2,quadratic,250,116.84999999999999,
zoh1,zr4,zoh2,quadratic,250,144.66499999999999,
zr1,ozr1,zr2,quadratic,10,109.753,
zr1,ozr1,zr4,quadratic,10,104.83499999999999,
zr1,ozr2,zr2,quadratic,10,132.78299999999999,
zr1,ozr2,zr3,quadratic,10,100.276,
zr1,ozr2,zr4,quadratic,10,103.961,
zr1,ozr3,zr2,quadratic,10,109.753,
zr1,ozr3,zr3,quadratic,10,145.18799999999999,
zr1,ozr4,zr2,quadratic,10,132.78299999999999,
zr1,ozr4,zr3,quadratic,10,106.09099999999999,
zr1,ozr4,zr4,quadratic,10,108.111,
zr1,ozr5,zr2,quadratic,10,101.773,
zr1,ozr5,zr3,quadratic,10,100.276,
zr1,ozr5,zr4,quadratic,10,108.111,
zr1,ozr7,zr2,quadratic,10,101.773,
zr1,ozr7,zr3,quadratic,10,106.09099999999999,
zr1,ozr7,zr4,quadratic,10,103.961,
zr1,ozr8,zr3,quadratic,10,145.18799999999999,
zr1,ozr8,zr4,quadratic,10,104.83499999999999,
zr1,zoh1,zr3,quadratic,250,106.09099999999999,
zr1,zoh2,zr3,quadratic,250,145.18799999999999,
zr2,ozr1,zr4,quadratic,10,145.18799999999999,
zr2,ozr2,zr3,quadratic,10,108.111,
zr2,ozr2,zr4,quadratic,10,106.09099999999999,
zr2,ozr3,zr3,quadratic,10,104.83499999999999,
zr2,ozr4,zr3,quadratic,10,103.961,
zr2,ozr4,zr4,quadratic,10,100.276,
zr2,ozr5,zr3,quadratic,10,103.961,
zr2,ozr5,zr4,quadratic,10,106.09099999999999,
zr2,ozr6,zr3,quadratic,10,104.83499999999999,
zr2,ozr6,zr4,quadratic,10,145.18799999999999,
zr2,ozr7,zr3,quadratic,10,108.111,
zr2,ozr7,zr4,quadratic,10,100.276,
zr2,zoh1,zr4,quadratic,250,106.09099999999999,
zr2,zoh2,zr4,quadratic,250,145.18799999999999,
zr3,ozr2,zr4,quadratic,10,101.773,
zr3,ozr4,zr4,quadratic,10,101.773,
zr3,ozr5,zr4,quadratic,10,132.78299999999999,
zr3,ozr6,zr4,quadratic,10,109.753,
zr3,ozr7,zr4,quadratic,10,132.78299999999999,
zr3,ozr8,zr4,quadratic,10,109.753,
